자전거보관소명,소재지도로명주소,소재지지번주소,위도,경도,보관대수,설치년도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
경인교대입구역,인천광역시 계양구 계양대로 지하 162,인천광역시 계양구 계산동 1034,37.538272,126.722603,64,,거치형,y,N,,N,032-553-3394,인천교통공사,2020-04-30,B551894,인천교통공사
작전역,인천광역시 계양구 계양대로 지하 73,인천광역시 계양구 작전동 878,37.530271,126.722548,177,,거치형,y,Y,기계식,N,032-543-3116,인천교통공사,2020-04-30,B551894,인천교통공사
갈산역,인천광역시 부평구 부평대로 지하 286,인천광역시 부평구 청천동 112,37.517124,126.721566,264,,거치형,Y,N,,N,032-511-4245,인천교통공사,2020-04-30,B551894,인천교통공사
부평구청역,인천광역시 부평구 부평대로 지하 189,인천광역시 부평구 청천동 112-1,37.508768,126.720547,199,,거치형,N,N,,N,032-513-3118,인천교통공사,2020-04-30,B551894,인천교통공사
부평시장역,인천광역시 부평구 부평대로 지하 69,인천광역시 부평구 부평동 224-1,37.498495,126.722282,79,,거치형,Y,N,,N,032-512-3119,인천교통공사,2020-04-30,B551894,인천교통공사
부평역,인천광역시 부평구 광장로 지하 15,인천광역시 부평구 부평동 738-21,37.490541,126.723437,96,,거치형,Y,N,,N,032-515-9103,인천교통공사,2020-04-30,B551894,인천교통공사
동수역,인천광역시 부평구 경인로 지하 877,인천광역시 부평구 부평동 686,37.485409,126.718464,48,,거치형,N,N,,N,032-516-3121,인천교통공사,2020-04-30,B551894,인천교통공사
부평삼거리역,인천광역시 부평구 경인로 지하 765,인천광역시 부평구 십정동 592,37.478267,126.710494,38,,거치형,Y,N,,N,032-516-3122,인천교통공사,2020-04-30,B551894,인천교통공사
간석오거리역,인천광역시 남동구 경인로 지하 642,인천광역시 남동구 간석동 215-1,37.466921,126.707861,70,,거치형,Y,N,,N,032-434-3123,인천교통공사,2020-04-30,B551894,인천교통공사
인천시청역,인천광역시 남동구 예술로 지하 264,인천광역시 남동구 간석동 927,37.457615,126.702216,90,,거치형,y,N,,N,032-441-3124,인천교통공사,2020-04-30,B551894,인천교통공사
예술회관역,인천광역시 남동구 예술로 지하 172,인천광역시 남동구 구월동 1408,37.449334,126.700991,141,,거치형,Y,N,,N,032-441-3125,인천교통공사,2020-04-30,B551894,인천교통공사
인천터미널역,인천광역시 미추홀구 예술로 지하 85,인천광역시 미추홀구 관교동 14,37.441917,126.699727,90,,거치형,Y,N,,N,032-441-3126,인천교통공사,2020-04-30,B551894,인천교통공사
문학경기장역,인천광역시 연수구 예술로 지하 2,인천광역시 연수구 선학동 117-1,37.434964,126.698373,98,,거치형,Y,N,,N,032-441-3127,인천교통공사,2020-04-30,B551894,인천교통공사
선학역,인천광역시 연수구 경원대로 지하 480,인천광역시 연수구 선학동 241-2,37.426985,126.698872,140,,거치형,Y,Y,,N,032-821-3128,인천교통공사,2020-04-30,B551894,인천교통공사
신연수역,인천광역시 연수구 경원대로 지하 368,인천광역시 연수구 연수동 637,37.418032,126.694009,99,,거치형,Y,Y,,N,032-813-3129,인천교통공사,2020-04-30,B551894,인천교통공사
원인재역,인천광역시 연수구 경원대로 지하 285,인천광역시 연수구 연수동 647,37.412364,126.687893,110,,거치형,y,y,기계식,N,032-816-3130,인천교통공사,2020-04-30,B551894,인천교통공사
동춘역,인천광역시 연수구 경원대로 지하 180,인천광역시 연수구 동춘동 926-11,37.404676,126.680835,175,,거치형,y,y,,N,032-814-5702,인천교통공사,2020-04-30,B551894,인천교통공사
동막역,인천광역시 연수구 경원대로 지하 80,인천광역시 연수구 동춘동 927-1,37.398173,126.673561,109,,거치형,Y,Y,,N,032-816-5584,인천교통공사,2020-04-30,B551894,인천교통공사
캠퍼스타운역,인천광역시 연수구 송도국제대로 지하 66,인천광역시 연수구 송도동 3-47,37.388209,126.661985,108,,거치형,Y,Y,기계식,N,032-451-3183,인천교통공사,2020-04-30,B551894,인천교통공사
테크노파크역,인천광역시 연수구 송도국제대로 지하 150,인천광역시 연수구 송도동 7-51,37.382311,126.656355,64,,거치형,Y,N,,N,032-451-3184,인천교통공사,2020-04-30,B551894,인천교통공사
지식정보단지역,인천광역시 연수구 인천광역시타워대로 지하 57,인천광역시 연수구 송도동 48,37.378021,126.645412,154,,거치형,Y,Y,기계식,N,032-451-3185,인천교통공사,2020-04-30,B551894,인천교통공사
인천대입구역,인천광역시 연수구 인천광역시타워대로 지하 155,인천광역시 연수구 송도동 78-1,37.386239,126.639351,20,,거치형,Y,N,,N,032-832-3186,인천교통공사,2020-04-30,B551894,인천교통공사
센트럴파크역,인천광역시 연수구 인천광역시타워대로 지하 240,인천광역시 연수구 송도동 78,37.392833,126.635002,130,,거치형,Y,Y,기계식,N,032-451-3187,인천교통공사,2020-04-30,B551894,인천교통공사
국제업무지구역,인천광역시 연수구 인천광역시타워대로 지하 334,인천광역시 연수구 송도동 78,37.400464,126.630094,150,,거치형,y,N,,N,032-451-3188,인천교통공사,2020-04-30,B551894,인천교통공사
검단오류,인천광역시 서구 검단로 187 (오류동),인천광역시 서구 오류동 450-4,37.595162,126.629206,70,2016,거치형,N,N,,N,032-451-4301,인천교통공사,2020-04-30,B551894,인천교통공사
왕길,인천광역시 서구 검단로 323 (왕길동),인천광역시 서구 왕길동 474-8,37.592191,126.642284,60,2016,거치형,N,N,,N,032-451-4302,인천교통공사,2020-04-30,B551894,인천교통공사
작전동 911-6번지 앞(한마음약국 앞),인천광역시 계양구 오조산로 3,인천광역시 계양구 작전동 911-6,37.53119615,126.7378218,7,2004,, ,N,,N,032-450-5545,인천광역시 계양구,2020-06-11,3550000,인천광역시 계양구
삼정중학교,서울특별시 강서구 금낭화로 210,서울특별시 강서구 방화동 856,37.581086,126.810885,20,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
신정여상,서울특별시 강서구 등촌로13아길 20,서울특별시 강서구 화곡동 477-1,37.538025,126.856893,20,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
한광고등학교,서울특별시 강서구 등촌로13길 110,서울특별시 강서구 화곡동 488-2,37.538806,126.857859,20,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
마곡레포츠,서울특별시 강서구 양천로 251,서울특별시 강서구 마곡동 56-22,37.573146,126.831681,20,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
영인운수,서울특별시 강서구 남부순환로 224-58,서울특별시 강서구 외발산동 275,37.545636,126.818045,40,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
강서영어센터,서울특별시 강서구 양천로 542,서울특별시 강서구 등촌동 629-9,37.558315,126.859378,7,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
차량견인보관소,서울특별시 강서구 양천로59길 16-9,서울특별시 강서구 가양3동 450-2,37.560164,126.859691,10,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
kt 가양지점,서울특별시 강서구 강서로 442,서울특별시 강서구 등촌동 681-1,37.564731,126.840719,10,2015,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
kt 강서지사,서울특별시 강서구 강서로5길 64,,37.529593,126.848809,10,2015,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
kt 공항빌딩,서울특별시 강서구 공항대로 69 ??,서울특별시 강서구 공항동 11-10,37.561399,126.815268,10,2015,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
강서우체국,서울특별시 강서구 강서로 448,서울특별시 강서구 등촌동 681,37.565163,126.840999,20,2010,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
까치산역 1번출구,서울특별시 강서구 강서로 52,,37.532480,126.846683,10,2010,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
발산역 2번출구,서울특별시 강서구 강서로1453,,37.558953,126.837072,63,2009,휀스형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
발산역 4번출구,서울특별시 강서구 공항대로 673,,37.558923,126.836895,30,2009,휀스형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
발산역7번출구,서울특별시 강서구 강서로272,,37.558145,126.836799,117,2009,휀스형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
방화3동 주민센터,서울특별시 강서구 금낭화로24길 5,서울특별시 강서구 방화동 828,37.578684,126.813683,7,2007,휀스형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
방화역 3번출구,서울특별시 강서구 금낭화로 132,,37.577005,126.812631,7,2007,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
방화중학교,서울특별시 강서구 개화동로27길 9,서울특별시 강서구 방화동 636-1,37.565107,126.806878,62,2011,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
송정역 1번출구,서울특별시 강서구 공항대로 28,,37.561103,126.810274,14,2001,휀스형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
송정역 4번출구,서울특별시 강서구 공항대로 38,,37.560915,126.811572,10,2001,휀스형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
정림개발(메이필드호텔내),서울특별시 강서구 방화대로 94,서울특별시 강서구 외발산동 426,37.547525,126.818789,14,2009,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
한국공항공사,서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.560965,126.798297,14,2009,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
홈플러스 가양점,서울특별시 강서구 양천로 431,서울특별시 강서구 가양동 18-24,37.564278,126.849942,42,2011,휀스형, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡보건분소,서울특별시 강서구 월정로30길 96,서울특별시 강서구 화곡동 366-1,37.535457,126.841087,20,2010,휀스형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
가양1동 성재중학교앞보도,서울특별시 강서구 허준로36,서울특별시 강서구 가양동 1463,37.569230,126.845293,60,2013,단독형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
등빛도서관,서울특별시 강서구 강서로62길 48,서울특별시 강서구 등촌동 690-1,37.562356,126.842241,10,2013,단독형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
등촌2동 대일고교앞,서울특별시 강서구 등촌로 105,서울특별시 강서구 등촌동 563-2,37.539453,126.863284,10,2013,단독형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
방화1동 하나은행앞,서울특별시 강서구 양천로 108 은천빌딩A,서울특별시 강서구 방화동 282-1 은천빌딩A,37.573147,126.798198,10,2013,단독형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
염창동 삼성프라자앞,서울특별시 강서구 염창동 277,서울특별시 강서구 염창동 277-1,37.549122,126.869033,20,2013,단독형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
kt 공항지사,서울특별시 강서구 공항대로 69,서울특별시 강서구 공항동 11-10,37.561399,126.815268,5,2013,거치형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
가곡초교 육교밑,서울특별시 강서구,,37.555343,126.833623,5,2013,거치형, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
연성초등학교,경기도 시흥시 나분들길 44,경기도 시흥시 광석동 96-1,37.387762,126.818322,35,,거치형,Y,N,,N,031-310-3138,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
우장산역 2번출구,서울특별시 강서구 화곡로 101,,37.548787,126.834140,14,1996,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
우장산역 3번출구,서울특별시 강서구 강서로253,,37.548382,126.836044,10,1996,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
우장산역 4번출구,서울특별시 강서구 강서로 262,,37.548846,126.876230,10,1996,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
자전거연합회,서울특별시 강서구,,37.559621,126.810210,20,2009,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
정곡초교,서울특별시 강서구 방화대로 50길22,서울특별시 강서구 방화동 836,37.576931,126.818908,10,2006,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
증미역 1번출구,서울특별시 강서구 양천로 449,,37.557946,126.859045,40,2009,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
증미역 3번출구,서울특별시 강서구 양천로631,,37.557360,126.860686,20,2009,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
청소년단체협의회,서울특별시 강서구 금낭화로 234,서울특별시 강서구 방화동 801,37.579089,126.809619,20,2010,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
탐라영재관,서울특별시 강서구 양천로57길10-10,서울특별시 강서구 가양동 1480-6,37.562804,126.852588,20,2010,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
푸른들청소년도서관,서울특별시 강서구 강서로45다길 71,서울특별시 강서구 화곡동 1019,37.544650,126.835151,10,2008,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
한국건강관리협회,서울특별시 강서구 화곡로 335,서울특별시 강서구 화곡동 1097,37.553822,126.850654,10,2011,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
한국폴리텍 강서대학,서울특별시 강서구 우장산로10길 112,서울특별시 강서구 화곡동 산60-1,37.549243,126.842444,20,2014,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
한서고교,서울특별시 강서구 양천로 11길47,서울특별시 강서구 방화동 478-34,37.574602,126.808160,50,2004,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
한서고교,서울특별시 강서구 양천로11길47,서울특별시 강서구 방화동 478-34,37.574602,126.808160,50,2006,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
한서고교,서울특별시 강서구 양천로11길 47,서울특별시 강서구 방화동 478-34,37.574602,126.808160,20,2014,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
호서전문학교,서울특별시 강서구 강서로 420,서울특별시 강서구 등촌동 680-1,37.562933,126.840020,20,2008,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
홈플러스 가양점,서울특별시 강서구 양천로 431,서울특별시 강서구 가양동 18-24,37.564278,126.849942,30,2011,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡3동 주민센터,서울특별시 강서구 강서로33가길 17,서울특별시 강서구 화곡동 1050-3,37.542486,126.838410,20,2010,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡4동 주민자치센타,서울특별시 강서구 곰달래로 57가길26,서울특별시 강서구 화곡동 809-3,37.534568,126.860608,20,2008,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡6동 강서아파트,서울특별시 강서구 우현로 67,서울특별시 강서구 화곡동 1165,37.547469,126.838520,40,2015,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡8동 주민센타,서울특별시 강서구 곰달래로25길 45,서울특별시 강서구 화곡동 341-4,37.532680,126.848321,10,2009,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 1번출구,서울특별시 강서구 화곡로174,서울특별시 강서구 화곡동 1064,37.542327,126.840212,20,1997,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 1번출구,서울특별시 강서구 강서로 174,서울특별시 강서구 화곡동 1064,37.542327,126.840212,10,2008,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 1번출구,서울특별시 강서구 화곡로174,서울특별시 강서구 화곡동 1064-4,37.542007,126.840739,30,2010,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 2번출구,서울특별시 강서구 화곡로 173,서울특별시 강서구 화곡동 1064-4,37.542005,126.840789,30,1997,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 4번출구,서울특별시 강서구 강서로 162,서울특별시 강서구 화곡동 1076-19,37.541369,126.841038,34,2003,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 5번출구,서울특별시 강서구 강서로 163,서울특별시 강서구 화곡동 1075-3,37.541199,126.840344,41,2003,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 6번출구,서울특별시 강서구 화곡로 166,서울특별시 강서구 화곡동 1075-1,37.541275,126.840072,27,2003,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 8번출구,서울특별시 강서구 강서로 173,서울특별시 강서구 화곡동 1065-22,37.541872,126.839613,31,1997,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
화곡역 8번출구,서울특별시 강서구 강서로 173,서울특별시 강서구 화곡동 1065-22,37.541872,126.839613,20,2010,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
둔촌고등학교 내,서울특별시 강동구 명일로 140,,37.530868,127.1439317,60,,,N,N,,N,02-3425-6260,서울특별시 강동구청,2020-09-11,3240000,서울특별시 강동구
"마곡역 6,2번출구",서울특별시 강서구 공항대로 150,서울특별시 강서구 마곡동 798,37.559468,126.824436,100,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
신방화역6번출구,서울특별시 강서구 방화대로 294,서울특별시 강서구 마곡동 731-111,37.567010,126.816918,20,2016,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
하중초등학교,경기도 시흥시 하중로209번길 10,경기도 시흥시 하중동 863,37.393189,126.807175,18,,거치형,Y,N,,N,031-310-3138,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
작전동 910-7번지 앞(덕수프라자 앞),인천광역시 계양구 오조산로 7,인천광역시 계양구 작전동 910-7,37.53156394,126.7379065,14,2002,, ,N,,N,032-450-5545,인천광역시 계양구,2020-06-11,3550000,인천광역시 계양구
검단사거리,인천광역시 서구 검단로 473 (왕길동),인천광역시 서구 왕길동 234-1,37.601693,126.656545,60,2016,거치형,Y,N,,N,032-451-4303,인천교통공사,2020-04-30,B551894,인천교통공사
마전,인천광역시 서구 완정로 68 (마전동),인천광역시 서구 마전동 999-25,37.597756,126.667195,30,2016,거치형,Y,N,,N,032-451-4304,인천교통공사,2020-04-30,B551894,인천교통공사
완정,인천광역시 서구 원당대로 650 (당하동),인천광역시 서구 당하동 1077-10,37.592867,126.672961,60,2016,거치형,Y,N,,N,032-451-4305,인천교통공사,2020-04-30,B551894,인천교통공사
독정,인천광역시 서구 서곶로 760 (백석동),인천광역시 서구 백석동 74-1,37.584927,126.675981,30,2016,거치형,Y,N,,N,032-451-4306,인천교통공사,2020-04-30,B551894,인천교통공사
검암,인천광역시 서구 검바위로 4 (검암동),인천광역시 서구 검암동 370-25,37.568611,126.671221,70,2016,거치형,Y,N,,N,032-451-4307,인천교통공사,2020-04-30,B551894,인천교통공사
검바위,인천광역시 서구 서곶로 492 (검암동),인천광역시 서구 검암동 244-24,37.561091,126.677529,30,2016,거치형,Y,N,,N,032-451-4308,인천교통공사,2020-04-30,B551894,인천교통공사
아시아드경기장,인천광역시 서구 서곶로 382 (연희동),인천광역시 서구 연희동 94-6,37.551373,126.677075,40,2016,거치형,Y,N,,N,032-451-4309,인천교통공사,2020-04-30,B551894,인천교통공사
서구청,인천광역시 서구 서곶로 294 (심곡동),인천광역시 서구 심곡동 산7-4,37.543839,126.676795,40,2016,거치형,N,N,,N,032-451-4310,인천교통공사,2020-04-30,B551894,인천교통공사
가정,인천광역시 서구 봉오대로 234 (가정동),인천광역시 서구 가정동 산116-5,37.524805,126.675387,78,2016,거치형,Y,N,,N,032-451-4311,인천교통공사,2020-04-30,B551894,인천교통공사
가정중앙시장,인천광역시 서구 가남로 400 (가정동),인천광역시 서구 가정동 529,37.517511,126.676784,39,2016,거치형,Y,N,,N,032-451-4312,인천교통공사,2020-04-30,B551894,인천교통공사
석남,인천광역시 서구 가석로 257 (석남동),인천광역시 서구 석남동 600,37.507211,126.676304,90,2016,거치형,Y,N,,N,032-451-4313,인천교통공사,2020-04-30,B551894,인천교통공사
서부여성회관,인천광역시 서구 가석로 169 (석남동),인천광역시 서구 석남동 563-4,37.500298,126.675875,80,2016,거치형,Y,N,,N,032-451-4314,인천교통공사,2020-04-30,B551894,인천교통공사
인천가좌,인천광역시 서구 가석로 67 (가좌동),인천광역시 서구 가좌동 110,37.493762,126.675465,40,2016,거치형,Y,N,,N,032-451-4315,인천교통공사,2020-04-30,B551894,인천교통공사
가재울,인천광역시 서구 열우물로 252 (가좌동),인천광역시 서구 가좌동 288,37.484152,126.683883,40,2016,거치형,Y,N,,N,032-451-4316,인천교통공사,2020-04-30,B551894,인천교통공사
주안국가산단,인천광역시 서구 방축로 343 (가좌동),인천광역시 서구 가좌동 606-11,37.473599,126.681702,29,2016,거치형,Y,N,,N,032-451-4317,인천교통공사,2020-04-30,B551894,인천교통공사
주안,인천광역시 미추홀구 주안로 지하 91-1 (주안동),인천광역시 미추홀구 주안동 125,37.465517,126.680441,69,2016,거치형,Y,N,,N,032-451-4318,인천교통공사,2020-04-30,B551894,인천교통공사
시민공원,인천광역시 미추홀구 경인로 371 (주안동),인천광역시 미추홀구 주안동 242-7,37.458739,126.680091,20,2016,거치형,Y,N,,N,032-451-4319,인천교통공사,2020-04-30,B551894,인천교통공사
석바위시장,인천광역시 미추홀구 구월로 19 (주안동),인천광역시 미추홀구 주안동 1597,37.457659,126.692387,20,2016,거치형,Y,N,,N,032-451-4320,인천교통공사,2020-04-30,B551894,인천교통공사
인천시청,인천광역시 남동구 구월로 지하 99 (간석동),인천광역시 남동구 간석동 493-27,37.456904,126.701523,20,2016,거치형,Y,N,,N,032-451-4321,인천교통공사,2020-04-30,B551894,인천교통공사
석천사거리,인천광역시 남동구 구월로 지하 181 (구월동),인천광역시 남동구 구월동 73-3,37.4569323,126.710383,30,2016,거치형,N,N,,N,032-451-4322,인천교통공사,2020-04-30,B551894,인천교통공사
모래내시장,인천광역시 남동구 구월로 지하 255 (구월동),인천광역시 남동구 구월동 341-6,37.455842,126.719578,10,2016,거치형,Y,N,,N,032-451-4323,인천교통공사,2020-04-30,B551894,인천교통공사
만수,인천광역시 남동구 구월로 지하 367 (만수동),인천광역시 남동구 만수동 993,37.454962,126.731764,20,2016,거치형,Y,N,,N,032-451-4324,인천교통공사,2020-04-30,B551894,인천교통공사
남동구청,인천광역시 남동구 인주대로 지하 889 (만수동),인천광역시 남동구 만수동 1006,37.448179,123.736581,40,2016,거치형,Y,N,,N,032-451-4325,인천교통공사,2020-04-30,B551894,인천교통공사
인천대공원,인천광역시 남동구 수인로 3677 (장수동),인천광역시 남동구 장수동 606-9,37.448475,126.753051,15,2016,거치형,N,N,,N,032-451-4326,인천교통공사,2020-04-30,B551894,인천교통공사
운연,인천광역시 남동구 매소홀로 1229 (운연동),인천광역시 남동구 운연동 131-7,37.437924,126.759409,30,2016,거치형,Y,N,,N,032-451-4327,인천교통공사,2020-04-30,B551894,인천교통공사
염창중학교,서울특별시 강서구 양천로67가길,서울특별시 강서구 염창동 85,37.553922,126.871738,40,2015,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
영등포공고,서울특별시 강서구 허준로5길 15,서울특별시 강서구 가양동 1468,37.569225,126.850497,60,2008,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
영일고교,서울특별시 강서구 등촌로 51가길 26,서울특별시 강서구 등촌동 525,37.547367,126.861815,110,2007,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
우장산역 1번출구,서울특별시 강서구 화곡로 105,,37.548846,126.835875,7,1996,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
우장산역 1번출구,서울특별시 강서구 화곡로105,,37.548846,126.835875,30,2010,기타, ,N,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
우장산역 1번출구,서울특별시 강서구 화곡로105,,37.548846,126.835875,14,2010,기타, ,Y,,N,02-2600-4137,서울특별시 강서구청,2020-06-05,3150000,서울특별시 강서구
큰고개역 3번 출입구,대구광역시 동구 신암남로 172,대구광역시 동구 신암동 345-4,35.884645,128.632308,3,2012,, ,N,,N,053-662-3014,대구광역시 동구청,2020-04-23,3420000,대구광역시 동구
신월초등학교,인천광역시 남동구 인주대로776번길 14(구월동),인천광역시 남동구 구월동 609-1,37.44792853,126.7233722,10,,단독형,Y,N,,N,032-453-5643,남동구청,2020-10-27,3530000,인천광역시 남동구
모래내시장입구,인천광역시 남동구 구월로 268(구월동),인천광역시 남동구 구월동 1264-73,37.45561105,126.7202967,10,,단독형,Y,N,,N,032-453-5643,남동구청,2020-10-27,3530000,인천광역시 남동구
모래내시장입구,인천광역시 남동구 구월로 272(구월동),인천광역시 남동구 구월동 1264-75,37.45558472,126.7207039,10,,거치형,N,N,,N,032-453-5643,남동구청,2020-10-27,3530000,인천광역시 남동구
구월시장입구,인천광역시 남동구 호구포로790번길 21-13(구월동),인천광역시 남동구 구월동 1266-5,37.45336936,126.7202675,10,,단독형,Y,N,,N,032-453-5643,남동구청,2020-10-27,3530000,인천광역시 남동구
간석초교,인천광역시 남동구 석산로208번길 37(구월동),인천광역시 남동구 구월동 6-1,37.45925947,126.7154465,10,,단독형,Y,N,,N,032-453-5643,남동구청,2020-10-27,3530000,인천광역시 남동구
구월2동 행정복지센터,인천광역시 남동구 구월로 208(구월동),인천광역시 남동구 구월동 23,37.45611051,126.7133534,10,,단독형,Y,Y,기계식,N,032-453-5643,남동구청,2020-10-27,3530000,인천광역시 남동구
