업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
롯데렌탈(주) 대전 영업소,영업소,대전광역시 중구 계룡로 910,대전광역시 중구 문화동 1-30,36.3210959673,127.4135315215,대전광역시 중구 계룡로 910,,,430,418,12,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 음성 영업소,영업소,충청북도 음성군 금왕읍 무극로 145,충청북도 음성군 금왕읍 내송리 127-1,36.9891503848,127.5770288340,충청북도 음성군 금왕읍 무극로 145,,,12,12,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 제천 영업소,영업소,충청북도 제천시 고명로 6-5,충청북도 제천시 강제동 686-8,37.1234775283,128.2245658008,충청북도 제천시 고명로 6-5,,,6,5,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 청주 영업소,영업소,충청북도 청주시 서원구 사직대로 88,충청북도 청주시 서원구 사창동 149-12,36.6343920746,127.4571482432,충청북도 청주시 서원구 사직대로 88,,,1515,1428,87,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 충주 영업소,영업소,충청북도 충주시 애향로 7-1,충청북도 충주시 봉방동 169-5,36.9755929188,127.9114751820,충청북도 충주시 애향로 7-1,,,330,313,17,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 세종 영업소,영업소,세종특별자치시 한누리대로 157,세종특별자치시 나성동 723,36.4793253728,127.2624714459,세종특별자치시 한누리대로 157,,,39,31,8,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 부산 영업소,영업소,부산광역시 동구 중앙대로 236,부산광역시 동구 초량동 1198-9,35.1177205768,129.0416075163,부산광역시 동구 중앙대로 236,,,2606,2492,114,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 울산 영업소,영업소,울산광역시 북구 진장유통로 8-10,울산광역시 북구 진장동 285-6,35.5710992478,129.3579852458,울산광역시 북구 진장유통로 8-10,,,742,705,37,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 대구 영업소,영업소,대구광역시 동구 신암남로 127,대구광역시 동구 신암동 276-7,35.8812251379,128.6290769225,대구광역시 동구 신암남로 127,,,1678,1626,52,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 문경 영업소,영업소,경상북도 문경시 용지마길 11,경상북도 문경시 윤직동 587,36.5823760746,128.1949583686,경상북도 문경시 용지마길 11,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 상주 영업소,영업소,경상북도 상주시 상서문1길 18,경상북도 상주시 낙양동 123-21,36.4109989492,128.1525039616,경상북도 상주시 상서문1길 18,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 영주 영업소,영업소,경상북도 영주시 의상로 130,경상북도 영주시 상망동 380-8,36.8479973915,128.6394624359,경상북도 영주시 의상로 130,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 안동 영업소,영업소,경상북도 안동시 경동로 503-3,경상북도 안동시 태화동 188-8,36.5651989486,128.7133488138,경상북도 안동시 경동로 503-3,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
㈜한진렌트카,영업소,울산광역시 남구 달동 1250-1,,35.537229,129.330753,울산광역시 남구 달동 1250-1,,,25,23,2,0,0,,,,,,,,08:30,19:00,,,,,,,,054-900-5440,2020-09-10,5020000,경상북도 포항시
롯데렌탈(주) 경산 영업소,영업소,경상북도 경산시 압량읍 대학로 350,경상북도 경산시 압량읍 부적리 519-23,35.8400445245,128.7591434348,경상북도 경산시 압량읍 대학로 350,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 경주 영업소,영업소,경상북도 경주시 대경로 4399-8,경상북도 경주시 광명동 393-3,35.8196332884,129.1471346358,경상북도 경주시 대경로 4399-8,,,349,330,19,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 구미 영업소,영업소,경상북도 구미시 인동가산로 20,경상북도 구미시 진평동 1027-5,36.1068057565,128.4183179553,경상북도 구미시 인동가산로 20,,,499,473,26,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 포항 영업소,영업소,경상북도 포항시 북구 흥해읍 소티재로 322,경상북도 포항시 북구 흥해읍 이인리 43-2,36.0775005992,129.3435465775,경상북도 포항시 북구 흥해읍 소티재로 322,,,403,347,56,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 김해 영업소,영업소,경상남도 김해시 김해대로 2736,경상남도 김해시 지내동 196-31,35.2264337820,128.9231836590,경상남도 김해시 김해대로 2736,,,5,5,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 영월 영업소,영업소,강원도 영월군 영월읍 단종로33번길 48,강원도 영월군 영월읍 영흥리 947-23,37.1838895384,128.4668450193,강원도 영월군 영월읍 단종로33번길 48,,,7,7,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 파주 영업소,영업소,경기도 파주시 번영로 46-13,경기도 파주시 금촌동 969-1,37.7580132079,126.7673916442,경기도 파주시 번영로 46-13,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 창원 영업소,영업소,경상남도 창원시 성산구 중앙대로39번길 6,경상남도 창원시 성산구 중앙동 100-6,35.2196428825,128.6754950499,경상남도 창원시 성산구 중앙대로39번길 6,,,902,890,12,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 의왕 영업소,영업소,경기도 의왕시 경수대로 239,경기도 의왕시 고천동 284-2,37.3479829928,126.9736315562,경기도 의왕시 경수대로 239,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 사천 영업소,영업소,경상남도 사천시 사천읍 사천대로 1971,경상남도 사천시 사천읍 구암리 1720-1,35.0922446803,128.0866892815,경상남도 사천시 사천읍 사천대로 1971,,,94,92,2,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 진주 영업소,영업소,경상남도 진주시 강변길10번길 6,경상남도 진주시 호탄동 985-1,35.1646507954,128.1115236300,경상남도 진주시 강변길10번길 6,,,399,380,19,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 나주 영업소,영업소,전라남도 나주시 산포면 산포로 395,전라남도 나주시 산포면 매성리 1180-1,35.0336529107,126.8048798224,전라남도 나주시 산포면 산포로 395,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 광양 영업소,영업소,전라남도 광양시 백운로 1103,전라남도 광양시 중동 1362-10,34.9398560867,127.6885828126,전라남도 광양시 백운로 1103,,,102,74,28,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 순천 영업소,영업소,전라남도 순천시 충효로 121,전라남도 순천시 조례동 1257-2,34.9496882490,127.5152637774,전라남도 순천시 충효로 121,,,384,347,37,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 목포 영업소,영업소,전라남도 목포시 백년대로 272,전라남도 목포시 상동 902-1,34.8024115557,126.4181107585,전라남도 목포시 백년대로 272,,,384,335,49,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 여수 영업소,영업소,전라남도 여수시 덕충안길 90,전라남도 여수시 덕충동 2035-3,34.7532951457,127.7457160414,전라남도 여수시 덕충안길 90,,,683,617,66,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
롯데렌탈(주) 광주 영업소,영업소,광주광역시 북구 무등로 239,광주광역시 북구 중흥동 699-2,35.1643263547,126.9098668293,광주광역시 북구 무등로 239,,,2176,2069,107,0,0,,,,,,,,09:00,19:00,,,,,,,,02-3404-9966,2020-10-07,1613000,국토교통부
에스케이렌터카(주),주사업장,서울특별시 구로구 서부샛길 822,서울특별시 구로구 구로동 689-28,37.4885022091,126.8731246679,서울특별시 구로구 서부샛길 822,,,4191,4102,89,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 양주 영업소,영업소,경기도 양주시 부흥로 2038-67,경기도 양주시 만송동 246-3,37.8025826454,127.0835997168,경기도 양주시 부흥로 2038-67,,,30,30,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에이제이렌터카(주) 포천가산 영업소,영업소,경기도 포천시 가산면 가산로267번길 4,경기도 포천시 가산면 방축리 12-1,37.8435531681,127.1801027387,,경기도 포천시 가산면 방축리 12-1,,3,3,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 남양주 영업소,영업소,경기도 남양주시 경춘로 1260,경기도 남양주시 평내동 579,37.6466628168,127.2347945308,경기도 남양주시 경춘로 1260,,,3,3,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 이천 영업소,영업소,경기도 이천시 호법면 중부대로 920,경기도 이천시 호법면 유산리 805,37.2436909208,127.4336508250,경기도 이천시 호법면 중부대로 920,,,28,27,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 의정부 영업소,영업소,경기도 의정부시 용현로105번길 23-1,경기도 의정부시 민락동 734-1,37.7422138696,127.0868822752,경기도 의정부시 용현로105번길 23-1,,,11,11,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 구리 영업소,영업소,경기도 구리시 건원대로34번길 9,경기도 구리시 인창동 670-9,37.6043780007,127.1408531735,경기도 구리시 건원대로34번길 9,,,4,4,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 오산 영업소,영업소,경기도 오산시 세마역로41번길 15,경기도 오산시 세교동 605-2,37.1843724534,127.0437249100,경기도 오산시 세마역로41번길 15,,,27,27,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 파주 영업소,영업소,경기도 파주시 새꽃로 196,경기도 파주시 금촌동 329-223,37.7651284230,126.7744525034,경기도 파주시 새꽃로 196,,,4,4,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에이제이렌터카(주) 안성 영업소,영업소,경기도 안성시 안성맞춤대로 1200,경기도 안성시 당왕동 231-1,37.0195498505,127.2678474711,경기도 안성시 당왕동 231-1,,,1,1,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
에이제이렌터카(주) 광명 영업소,영업소,경기도 광명시 광덕산로 5,경기도 광명시 철산동 637,37.4703880962,126.8691913701,경기도 광명시 광덕산로 5 철산푸르지오하늘채 종합상가동 B140호,,,5,5,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
에이제이렌터카(주) 군포 영업소,영업소,경기도 군포시 산본천로 99,경기도 군포시 산본동 1096-2,37.3634379137,126.9325838827,경기도 군포시 산본천로 99 디퍼아울렛타운 110호,,,3,3,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 김포 영업소,영업소,경기도 김포시 사우중로 48,경기도 김포시 사우동 927,37.6190937959,126.7191454197,경기도 김포시 사우중로 48,,,1,1,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 광주 영업소,영업소,경기도 광주시 포은대로 718-20,경기도 광주시 장지동 131-11,37.3915118205,127.2474624035,경기도 광주광역시시 장지동 131-11,,,6,6,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 시흥 영업소,영업소,경기도 시흥시 시화벤처로 296,경기도 시흥시 정왕동 2662,37.3184372553,126.7106298427,경기도 시흥시 정왕동 1662-1,,,4,4,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 화성 영업소,영업소,경기도 화성시 효행로 1152,경기도 화성시 기산동 108-1,37.2142905467,127.0519447341,경기도 화성시 효행로 1152,,,99,96,3,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 용인 영업소,영업소,경기도 용인시 기흥구 중부대로 242,경기도 용인시 기흥구 영덕동 1266,37.2694687630,127.0932438388,경기도 용인시 기흥구 중부대로 242,,,117,95,22,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 고양 영업소,영업소,경기도 고양시 일산동구 정발산로 38,경기도 고양시 일산동구 장항동 855,37.6567152545,126.7731313885,경기도 고양시 일산동구 정발산로 38,,,2811,2774,37,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 안양 영업소,영업소,경기도 안양시 동안구 시민대로 312,경기도 안양시 동안구 평촌동 897,37.3951222956,126.9648872262,경기도 안양시 동안구 시민대로 312,,,206,204,2,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 부천 영업소,영업소,경기도 부천시 중동로254번길 90,경기도 부천시 중동 1143-4,37.5015018811,126.7737011401,경기도 부천시 중동로254번길 90,,,1303,1258,45,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 안산 영업소,영업소,경기도 안산시 단원구 광덕서로 78,경기도 안산시 단원구 고잔동 707-3,37.3116310202,126.8277825793,경기도 안산시 단원구 광덕서로 78,,,937,894,43,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 수원 영업소,영업소,경기도 수원시 팔달구 매산로52번길 4,경기도 수원시 팔달구 매산로2가 60-5,37.2685216163,127.0068726709,경기도 수원시 팔달구 매산로52번길 4,,,133,132,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 성남 영업소,영업소,경기도 성남시 분당구 분당내곡로 117,경기도 성남시 분당구 백현동 535,37.3942558587,127.1120325187,경기도 성남시 분당구 분당내곡로 117,,,803,786,17,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 평택 영업소,영업소,경기도 평택시 송탄로 428,경기도 평택시 지산동 752-15,37.0817581355,127.0582328667,경기도 평택시 송탄로 428,,,112,109,3,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 인천 영업소,영업소,인천광역시 강화군 선원면 중앙로 233,인천광역시 강화군 선원면 창리 612-2,37.7253309199,126.4834897028,인천광역시 강화군 선원면 중앙로 233,,,60582,57818,2764,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에이제이렌터카(주) 동해 영업소,영업소,강원도 동해시 발한로 157,강원도 동해시 발한동 702-43,37.5461489987,129.1040208186,강원도 동해시 발한로 157 신아마크사 1층,,,3,3,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 양구 영업소,영업소,강원도 양구군 양구읍 우정로119번길 24,강원도 양구군 양구읍 정림리 3-2,38.1016165898,127.9879506720,강원도 양구군 양구읍 우정로119번길 24,,,1,1,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 태백 영업소,영업소,강원도 태백시 서황지로 84,강원도 태백시 황지동 368-206,37.1767761775,128.9838224139,강원도 태백시 서황지로 84,,,4,4,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 홍천 영업소,영업소,강원도 홍천군 홍천읍 홍천로 302,강원도 홍천군 홍천읍 희망리 390-3,37.6885104192,127.8788800405,강원도 홍천군 홍천읍 홍천로 302,,,6,6,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 인제 영업소,영업소,강원도 인제군 인제읍 비봉로15번길 4,강원도 인제군 인제읍 상동리 256-1,38.0679059269,128.1734408465,강원도 인제군 인제읍 비봉로15번길 4,,,85,83,2,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 강릉 영업소,영업소,강원도 강릉시 강릉대로 302,강원도 강릉시 옥천동 298-1,37.7634358048,128.9014974579,강원도 강릉시 강릉대로 302,,,33,29,4,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 원주 영업소,영업소,강원도 원주시 장미공원길 65,강원도 원주시 단계동 864,37.3465079161,127.9293722629,강원도 원주시 장미공원길 65,,,50,46,4,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 속초 영업소,영업소,강원도 속초시 동해대로 3931,강원도 속초시 조양동 1379-2,38.1858465959,128.6009258106,강원도 속초시 동해대로 3931,,,11,10,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 춘천 영업소,영업소,강원도 춘천시 춘천로 188,강원도 춘천시 효자동 654-9,37.8762757021,127.7352690429,강원도 춘천시 춘천로 188,,,48,48,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에이제이렌터카(주) 논산 영업소,영업소,충청남도 논산시 은진면 대학로 132,충청남도 논산시 은진면 와야리 125-13,36.1810366693,127.1122268399,충청남도 논산시 은진면 와야리 125-13,,,5,5,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 아산 영업소,영업소,충청남도 아산시 배방읍 광장로 210,충청남도 아산시 배방읍 장재리 1767,36.7974341806,127.1092405602,충청남도 아산시 배방읍 광장로 210,,,9,8,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 예산 영업소,영업소,충청남도 예산군 예산읍 충서로 940,충청남도 예산군 예산읍 산성리 242-5,36.6914320398,126.8282392036,충청남도 예산군 예산읍 충서로 940,,,4,4,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 홍성 영업소,영업소,충청남도 홍성군 홍성읍 온천3길 48-4,충청남도 홍성군 홍성읍 옥암리 1348,36.5923261086,126.6531719738,충청남도 홍성군 홍성읍 온천3길 48-4,,,10,10,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 당진 영업소,영업소,충청남도 당진시 밤절로 2-8,충청남도 당진시 원당동 921-2,36.9011430952,126.6372021795,충청남도 당진시 밤절로 2-8,,,6,6,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 보령 영업소,영업소,충청남도 보령시 천변북길 81,충청남도 보령시 대천동 618-510,36.3479357128,126.5987374396,충청남도 보령시 천변북길 81,,,9,8,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 서산 영업소,영업소,충청남도 서산시 벌말1길 46-7,충청남도 서산시 동문동 210-4,36.7769610575,126.4664980625,충청남도 서산시 벌말1길 46-7,,,13,12,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 공주 영업소,영업소,충청남도 공주시 신관로 69-46,충청남도 공주시 신관동 190-1,36.4697704946,127.1366010800,충청남도 공주시 신관로 69-46,,,6,6,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 천안 영업소,영업소,충청남도 천안시 서북구 성정중4길 39-3,충청남도 천안시 서북구 성정동 1178,36.8272581283,127.1370927777,충청남도 천안시 서북구 성정중4길 39-3,,,274,259,15,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 대전 영업소,영업소,대전광역시 유성구 대학로 90,대전광역시 유성구 궁동 482-1,36.3615487026,127.3449141760,대전광역시 유성구 대학로 90,,,202,196,6,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 충주 영업소,영업소,충청북도 충주시 봉계1길 6,충청북도 충주시 봉방동 286-20,36.9773660253,127.9131502839,충청북도 충주시 봉계1길 6,,,8,6,2,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 음성 영업소,영업소,충청북도 음성군 대소면 오태로 57-32,충청북도 음성군 대소면 오류리 70-14,36.9726559191,127.4830457071,충청북도 음성군 대소면 오태로 57-32,,,5,2,3,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 제천 영업소,영업소,충청북도 제천시 의림대로 440,충청북도 제천시 모산동 384-49,37.1662630824,128.2124112111,충청북도 제천시 의림대로 440,,,16,15,1,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
에스케이렌터카(주) 청주 영업소,영업소,충청북도 청주시 서원구 사직대로 93,충청북도 청주시 서원구 사창동 140-17,36.6350460373,127.4578019560,충청북도 청주시 서원구 사직대로 93,,,39,34,5,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6240-0572,2020-10-07,1613000,국토교통부
청화렌트카(주),주사업장,서울특별시 성동구 동일로 119,서울특별시 성동구 성수동2가 19-4,37.5434310761,127.0642886663,서울특별시 성동구 동일로 119 국제공구상사  1층,,,291,291,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-466-7511,2020-10-07,1613000,국토교통부
청화렌트카㈜ 광명 영업소,영업소,경기도 광명시 신촌로5번길 7,경기도 광명시 소하동 1322-1,37.4478880256,126.8887169410,경기도 광명시 신촌로5번길 7  상가101호,,,5,5,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
청화렌트카㈜ 이천 영업소,영업소,경기도 이천시 이섭대천로1177번길 25,경기도 이천시 중리동 457-3,37.2754038728,127.4456353136,경기도 이천시 이섭대천로1177번길 25,,,14,14,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
(주)에프엔렌트카,주사업장,서울특별시 성동구 자동차시장1길 94-25,서울특별시 성동구 용답동 238-3,37.5593963584,127.0679077080,"서울특별시 성동구 자동차시장1길 94 -25,2층(용답동)",,,54,54,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-465-3257,2020-10-07,1613000,국토교통부
(주)성일렌트카,주사업장,서울특별시 성동구 용답중앙13길 10,서울특별시 성동구 용답동 60-9,37.5650569359,127.0527941147,서울특별시 성동구 용답동 60-9,,,70,70,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6414-8200,2020-10-07,1613000,국토교통부
(주)성일렌트카 의정부 영업소,영업소,경기도 의정부시 동일로 660,경기도 의정부시 금오동 344-17,37.7473752735,127.0541614929,경기도 의정부시 금오동  344-17 비동109호,,,15,15,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
(주)타오렌터카,주사업장,서울특별시 성동구 동일로 143,서울특별시 성동구 성수동2가 279-50,37.5454284648,127.0653398106,"서울특별시 성동구 동일로 143  224호(성수2가3동, 성수대우주상복합)",,,72,72,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-467-0068,2020-10-07,1613000,국토교통부
(주)하나로렌터카,주사업장,서울특별시 성동구 자동차시장1길 57,서울특별시 성동구 용답동 232-6,37.5609396971,127.0639985696,"서울특별시 성동구 용답동 232-6 송전빌딩 1층 108,109호",,,20,20,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-418-3534,2020-10-07,1613000,국토교통부
(주)하나로렌터카 구리영업소,영업소,경기도 구리시 동구릉로 196-1,경기도 구리시 인창동 72-4,37.6160873513,127.1389420490,경기도 구리시 인창동  72-4,,,40,40,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
더블유렌탈(주),주사업장,서울특별시 성동구 성수이로26길 29,서울특별시 성동구 성수동2가 278-41,37.5456197660,127.0607474405,서울특별시 성동구 성수이로26길 29  삼지빌딩 2층,,,66,66,0,0,0,,,,,,,,09:00,19:00,,,,,,,,1899-3877,2020-10-07,1613000,국토교통부
(주)해피네트웍스,주사업장,서울특별시 성동구 자동차시장1길 81,서울특별시 성동구 용답동 235-10,37.5605649065,127.0665622532,"서울특별시 성동구 자동차시장1길 81 ,302호(용답동, 승산빌딩)",,,7,7,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
